Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1753276873996,63.20549,choice-page2-4,5.272221,ฟังเสียงต่อไป,False
1753276914948,63.20549,choice-page2-4,46.22578,ฟังเสียงต่อไป,False
1753276920707,63.20549,choice-page2-4,51.98462,ฟังเสียงต่อไป,False
1753276930430,63.20549,choice-page2-4,61.70664,ฟังเสียงต่อไป,False
1753276944960,63.20549,choice-page2-4,76.14474,กลับแชท,False
