Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1753722203353,38.65601,choice-chat-06-story2-8,8.19838,กรอกข้อมูล,False
1753722258905,46.87598,choice-page2-3,55.36214,กลับแชท,False
